title,from_date,emp_no,last_name,first_name,salary
Senior Engineer,1985-05-30,83493,Danlos,Oksana,44182
Senior Engineer,1985-05-30,244638,Ghazalie,Takahira,40000
Senior Engineer,1985-05-31,27298,Loncour,Stepehn,55080
Senior Engineer,1985-05-31,62069,Felder,Sugwoo,67402
Senior Engineer,1985-06-01,212291,Honiden,Persi,44783
Senior Engineer,1985-06-02,403592,Schapiro,Phillip,60172
Senior Engineer,1985-06-03,29486,Gerteisen,Jouni,61982
Senior Engineer,1985-06-03,228358,Molenaar,Goetz,40000
Senior Engineer,1985-06-03,243337,Speek,Aloys,60814
Senior Engineer,1985-06-04,46203,Dymetman,Ferdinand,40000
Senior Engineer,1985-06-04,242398,Levergood,Djelloul,83565
Senior Engineer,1985-06-05,271232,Demian,Ingmar,40000
Senior Engineer,1985-06-05,295419,Petersohn,Nahum,54585
Senior Engineer,1985-06-06,22838,Markovitch,Brendon,40000
Senior Engineer,1985-06-06,286760,Escriba,Sadun,40000
Senior Engineer,1985-06-06,446990,Streng,Zhanqiu,40000
Senior Engineer,1985-06-06,462863,Cullers,Jamaludin,57925
Senior Engineer,1985-06-06,470082,Kenevan,Goa,50219
Senior Engineer,1985-06-07,78571,Munch,Sandeepan,47577
Senior Engineer,1985-06-07,86906,Fiutem,Adel,40433
Senior Engineer,1985-06-07,280699,Krychniak,Elvis,40000
Senior Engineer,1985-06-07,434997,Taubman,Ranan,51308
Senior Engineer,1985-06-09,218608,McClurg,Udi,53984
Senior Engineer,1985-06-11,421326,Covnot,Val,40000
Senior Engineer,1985-06-11,440097,Junot,Alselm,71586
Senior Engineer,1985-06-11,454929,Mateescu,Pintsang,62541
Senior Engineer,1985-06-12,485247,Marchegay,Jiakeng,40000
Senior Engineer,1985-06-13,70478,Peac,Basil,73943
Senior Engineer,1985-06-13,291030,Guenter,Licheng,40000
Senior Engineer,1985-06-14,79117,Coors,Selwyn,40000
Senior Engineer,1985-06-14,99274,Schurmann,Taizo,40000
Senior Engineer,1985-06-14,403721,Siksek,Arup,69957
Senior Engineer,1985-06-14,434272,Roccetti,Woody,49289
Senior Engineer,1985-06-14,498830,Cooke,Vasiliy,49961
Senior Engineer,1985-06-16,246490,Farris,Ohad,50716
Senior Engineer,1985-06-19,10988,Deyuan,Chinya,54174
Senior Engineer,1985-06-19,242940,Vieth,Hinrich,43113
Senior Engineer,1985-06-20,264361,Kambil,Ferdinand,40000
Senior Engineer,1985-06-21,22702,Reeken,Faiza,40000
Senior Engineer,1985-06-21,295354,Brodie,Nikolaos,40000
Senior Engineer,1985-06-21,454379,Gulak,Bogdan,40000
Senior Engineer,1985-06-22,215685,Nooteboom,Filipe,51499
Senior Engineer,1985-06-22,475820,Erol,Cedric,40000
Senior Engineer,1985-06-24,432068,Wegerle,Arif,55760
Senior Engineer,1985-06-26,456521,Wynblatt,Ebbe,40000
Senior Engineer,1985-06-27,419874,Zeleznik,Kinh,44264
Senior Engineer,1985-06-29,221528,Molenkamp,Jixiang,40000
Senior Engineer,1985-07-02,108954,Vieri,Kellie,42648
Senior Engineer,1985-07-04,407809,Suri,JoAnne,44082
Senior Engineer,1985-07-04,411384,Sidou,Christoper,40000
Senior Engineer,1985-07-04,467146,Chappelet,Hinrich,53078
Senior Engineer,1985-07-07,37076,Lichtner,Yechezkel,50773
Senior Engineer,1985-07-07,231023,Madeira,Toshimo,40000
Senior Engineer,1985-07-08,70763,Lorch,Jahangir,48966
Senior Engineer,1985-07-08,273092,Hoogerwoord,Snehasis,49004
Senior Engineer,1985-07-09,204842,Zumaque,Ramachenga,70665
Senior Engineer,1985-07-09,272873,Thibadeau,Vitaly,40000
Senior Engineer,1985-07-12,21783,Qiwen,Domenick,64772
Senior Engineer,1985-07-12,40696,Siprelle,Torsten,81157
Senior Engineer,1985-07-12,72686,Marakhovsky,Radoslaw,40711
Senior Engineer,1985-07-13,80833,Demri,Jaihie,56899
Senior Engineer,1985-07-13,273795,Lorho,Jianhao,43773
Senior Engineer,1985-07-14,463161,Milicia,Subhash,53523
Senior Engineer,1985-07-15,72145,Neimat,Zdislav,54268
Senior Engineer,1985-07-15,201603,Lores,Vincent,40000
Senior Engineer,1985-07-16,220512,Basagni,Gretta,42056
Senior Engineer,1985-07-16,266054,Ratnakar,Younwoo,52127
Senior Engineer,1985-07-16,273972,Conta,Danae,40000
Senior Engineer,1985-07-17,12159,Perly,Shem,61210
Senior Engineer,1985-07-17,243838,Selenyi,Hailing,40000
Senior Engineer,1985-07-17,274985,Emmerich,Alagu,57279
Senior Engineer,1985-07-17,297343,Kinley,Xianlong,61688
Senior Engineer,1985-07-17,462351,Jullig,Ohad,40000
Senior Engineer,1985-07-18,205225,Ouhyoung,Duro,40000
Senior Engineer,1985-07-19,38842,Mukaidono,Alper,56585
Senior Engineer,1985-07-19,70146,Atrawala,Tiina,40000
Senior Engineer,1985-07-19,226302,Braunmuhl,Danae,40000
Senior Engineer,1985-07-21,86951,Coors,Martijn,40000
Senior Engineer,1985-07-21,208659,Ventosa,Kristinn,40000
Senior Engineer,1985-07-21,482577,Validov,Masadi,40000
Senior Engineer,1985-07-22,23924,Solovay,Shakhar,40000
Senior Engineer,1985-07-22,418703,Cairo,Mabo,61531
Senior Engineer,1985-07-23,246915,Pollock,Masamitsu,40000
Senior Engineer,1985-07-23,494574,Renear,Gudjon,40000
Senior Engineer,1985-07-24,451579,Narahari,Hyuncheol,42468
Senior Engineer,1985-07-25,77644,Swen,Ziva,61928
Senior Engineer,1985-07-26,26162,Grospietsch,Yechiam,53817
Senior Engineer,1985-07-27,474480,Bisiani,Shuji,77079
Senior Engineer,1985-07-28,285161,Sommer,Lihong,49682
Senior Engineer,1985-07-30,473350,Hammerschmidt,Maia,40000
Senior Engineer,1985-08-03,201953,Waeselynck,Hercules,40000
Senior Engineer,1985-08-03,279436,Setiz,Fun,50146
Senior Engineer,1985-08-03,490858,Poujol,Sarita,40000
Senior Engineer,1985-08-04,81847,Figueira,Ymte,40000
Senior Engineer,1985-08-05,214508,Limongiello,Arvin,46685
Senior Engineer,1985-08-05,402736,Thibadeau,Pohua,64829
Senior Engineer,1985-08-05,472026,Savasere,Ronghao,40059
Senior Engineer,1985-08-06,107823,Bail,Nimmagadda,63309
Senior Engineer,1985-08-08,65045,Koshiba,Abdelkader,44054
Senior Engineer,1985-08-09,438298,Asrin,Elrique,40000
Senior Engineer,1985-08-10,256440,Merey,Jenwei,46452
Senior Engineer,1985-08-11,471975,Zschoche,Otilia,49784
Senior Engineer,1985-08-12,86970,Zizka,Hugo,52965
Senior Engineer,1985-08-13,202301,Auyong,Charmane,40000
Senior Engineer,1985-08-14,12534,Gerlach,Yongmao,66715
Senior Engineer,1985-08-14,448079,Benaini,Ingmar,40000
Senior Engineer,1985-08-15,10879,Chleq,Muzhong,65651
Senior Engineer,1985-08-15,79434,Byoun,Claudi,54486
Senior Engineer,1985-08-15,102217,Luks,Christ,40000
Senior Engineer,1985-08-16,295735,Simmel,Xuejun,48516
Senior Engineer,1985-08-16,480689,Krider,Rasiah,46562
Senior Engineer,1985-08-19,26960,Delgrossi,Zhenbing,40000
Senior Engineer,1985-08-19,28366,Falster,Abdelwaheb,62653
Senior Engineer,1985-08-20,442093,Weisert,Arvind,49240
Senior Engineer,1985-08-22,268665,Panwar,Hyuckchul,47624
Senior Engineer,1985-08-23,275703,Unni,Panayotis,40000
Senior Engineer,1985-08-23,433036,Yeung,Anestis,41290
Senior Engineer,1985-08-24,287605,Hebden,Masanao,40000
Senior Engineer,1985-08-25,208583,Lorho,Utpal,64989
Senior Engineer,1985-08-25,489466,Gurbaxani,Kazunori,40000
Senior Engineer,1985-08-26,292038,Muhling,Roddy,40000
Senior Engineer,1985-08-28,485523,Rosaz,Poorav,57280
Senior Engineer,1985-08-29,11324,Billingsley,Kauko,54288
Senior Engineer,1985-08-29,54855,Gulla,Gian,40000
Senior Engineer,1985-08-29,232632,Radhakrishnan,Brewster,47322
Senior Engineer,1985-08-29,429549,Selenyi,Eben,57943
Senior Engineer,1985-08-29,479017,Sherertz,Hitofumi,40000
Senior Engineer,1985-08-29,488053,Maraist,Gen,40000
Senior Engineer,1985-08-29,489618,Gadepally,Denis,40000
Senior Engineer,1985-08-31,87070,Farrow,Tsz,64979
Senior Engineer,1985-08-31,89148,Heering,Mads,40000
Senior Engineer,1985-09-01,267386,Sichman,DAIDA,53583
Senior Engineer,1985-09-01,457291,Kitsuregawa,Charlene,40000
Senior Engineer,1985-09-01,496864,Picco,Pintsang,44612
Senior Engineer,1985-09-03,482980,Domenig,Ulf,40000
Senior Engineer,1985-09-05,423479,Hambrick,Rosine,52403
Senior Engineer,1985-09-05,456030,Smeets,Yechezkel,52756
Senior Engineer,1985-09-05,474990,Fioravanti,Ewing,46668
Senior Engineer,1985-09-06,85552,Perko,Atilio,41988
Senior Engineer,1985-09-06,256403,Mattern,Tua,44299
Senior Engineer,1985-09-07,55665,Maginnis,Mantis,40857
Senior Engineer,1985-09-09,80489,Billawala,Mani,43454
Senior Engineer,1985-09-09,284306,Birrer,Katsuyuki,40000
Senior Engineer,1985-09-10,17143,Munke,Ziyad,40000
Senior Engineer,1985-09-10,240669,Azulay,Jeanna,76460
Senior Engineer,1985-09-11,82808,Reinhart,Sumant,59495
Senior Engineer,1985-09-11,263001,Versino,Gennady,40000
Senior Engineer,1985-09-13,65368,Ladret,Dung,40000
Senior Engineer,1985-09-13,98905,Negoita,Nikolaos,40471
Senior Engineer,1985-09-13,261750,Codenie,Anyuan,43801
Senior Engineer,1985-09-14,403303,Feldhoffer,Mansur,40000
Senior Engineer,1985-09-15,23938,Facello,Nahum,49319
Senior Engineer,1985-09-15,85739,Benzaken,Fumino,58286
Senior Engineer,1985-09-15,484980,Montresor,Dulce,40000
Senior Engineer,1985-09-16,51738,Norsworthy,Guenter,45305
Senior Engineer,1985-09-16,417999,Penn,Dines,40000
Senior Engineer,1985-09-17,11211,Rissland,Yurij,72668
Senior Engineer,1985-09-18,98054,Conry,Berry,52842
Senior Engineer,1985-09-18,482738,Peral,Munehiko,45513
Senior Engineer,1985-09-20,24199,Bach,Iara,43068
Senior Engineer,1985-09-20,246467,Nations,Adel,56408
Senior Engineer,1985-09-21,20903,Kemmerer,Yagil,51887
Senior Engineer,1985-09-21,261633,Hertweck,Zhiguo,41402
Senior Engineer,1985-09-22,20626,Varman,Hercules,40000
Senior Engineer,1985-09-22,240609,Serre,Taegyun,40000
Senior Engineer,1985-09-23,452201,Piveteau,Guenter,40000
Senior Engineer,1985-09-23,463845,Steinauer,Kiyomitsu,61742
Senior Engineer,1985-09-23,482862,Anido,Shaw,40000
Senior Engineer,1985-09-26,49893,Verhaegen,Mahendra,52644
Senior Engineer,1985-09-26,60071,Matheson,Sariel,40000
Senior Engineer,1985-09-26,270008,England,Tetsushi,46368
Senior Engineer,1985-09-27,404611,Griswold,Marc,40390
Senior Engineer,1985-09-28,101537,Cyre,Luigi,43887
Senior Engineer,1985-09-30,285207,Seuren,Charmane,55941
Senior Engineer,1985-09-30,463413,Lorys,Kristinn,62030
Senior Engineer,1985-10-01,480541,Quittner,Ranga,71885
Senior Engineer,1985-10-02,19586,Minakawa,Hirochika,40000
Senior Engineer,1985-10-03,245517,Koshiba,Keiichiro,49841
Senior Engineer,1985-10-04,25859,Vasanthakumar,Subhrajyoti,44460
Senior Engineer,1985-10-04,244946,Lubachevsky,Abdelghani,40000
Senior Engineer,1985-10-05,234756,Hiltgen,Harjit,57396
Senior Engineer,1985-10-05,257817,Kaminger,Sanjay,65777
Senior Engineer,1985-10-07,230859,Cichocki,Jaques,40000
Senior Engineer,1985-10-08,261599,Genin,Jouko,42580
Senior Engineer,1985-10-10,48221,Gist,Willard,40000
Senior Engineer,1985-10-11,204399,Peak,Uta,40000
Senior Engineer,1985-10-11,209110,Mullainathan,Filipe,65416
Senior Engineer,1985-10-11,224828,Versino,Zhigen,40000
Senior Engineer,1985-10-12,90680,Nyrup,Frederique,40000
Senior Engineer,1985-10-12,496304,Kruskal,Phuoc,64564
Senior Engineer,1985-10-13,209410,Cronau,Subhash,40000
Senior Engineer,1985-10-13,210935,Prochazka,JoAnna,56100
Senior Engineer,1985-10-13,211301,Aingworth,Khalid,87400
Senior Engineer,1985-10-13,255177,Baca,Valeri,40000
Senior Engineer,1985-10-13,259391,Fiebach,Gadiel,40000
Senior Engineer,1985-10-16,449865,Puppo,Shalesh,63443
Senior Engineer,1985-10-18,453704,Murtafg,Alper,43721
Senior Engineer,1985-10-19,433094,Matzke,Xinglin,49912
Senior Engineer,1985-10-22,12311,Lubachevsky,Susanne,40000
Senior Engineer,1985-10-23,488500,Rabehasaina,Berto,47499
Senior Engineer,1985-10-24,27373,Varman,Jiafu,47814
Senior Engineer,1985-10-24,98745,Kitsuregawa,Zhanqiu,61252
Senior Engineer,1985-10-24,253823,Casley,Gaurav,40000
Senior Engineer,1985-10-24,423311,Zeidenstein,Chikako,45956
Senior Engineer,1985-10-25,61353,Conde,Hausi,63699
Senior Engineer,1985-10-25,292194,Hanratty,Lein,51523
Senior Engineer,1985-10-27,34641,Jervis,Cathie,69772
Senior Engineer,1985-10-27,288746,Morrin,Leif,44538
Senior Engineer,1985-10-28,19353,Schaar,Mayumi,58474
Senior Engineer,1985-10-28,79488,Shumilov,Yolla,50039
Senior Engineer,1985-10-28,220785,Redmiles,Sugwoo,40000
Senior Engineer,1985-10-29,26869,Vecchio,Jasminko,64525
Senior Engineer,1985-10-29,218562,Furudate,Arvin,40000
Senior Engineer,1985-10-30,409256,Herbst,Zine,40836
Senior Engineer,1985-10-31,93107,Buchter,Martien,43059
Senior Engineer,1985-10-31,230984,Itzigehl,Odinaldo,40000
Senior Engineer,1985-11-01,240793,Hennings,Boutros,64428
Senior Engineer,1985-11-01,487496,Zaccaria,Masamitsu,40000
Senior Engineer,1985-11-03,26144,Khasidashvili,Kamakshi,66843
Senior Engineer,1985-11-04,425181,Foote,Roselyn,49703
Senior Engineer,1985-11-04,475283,Cherinka,Sarita,40000
Senior Engineer,1985-11-04,478137,Schrift,Teiji,40000
Senior Engineer,1985-11-05,295653,Encarnacion,Fei,42159
Senior Engineer,1985-11-05,429945,Kornatzky,Tadahiro,66874
Senior Engineer,1985-11-05,491128,Cappelletti,Howell,40000
Senior Engineer,1985-11-07,494222,Perfilyeva,Masali,51022
Senior Engineer,1985-11-09,401820,DeMori,Bedrich,40000
Senior Engineer,1985-11-10,216443,Pero,Troy,40000
Senior Engineer,1985-11-10,231116,Danecki,Kristof,45497
Senior Engineer,1985-11-10,427368,Glinert,Marc,40000
Senior Engineer,1985-11-10,455321,Denis,Tua,64422
Senior Engineer,1985-11-11,475576,Merey,Herb,46971
Senior Engineer,1985-11-11,480051,Erol,Kwan,45498
Senior Engineer,1985-11-12,283724,Suri,Phuoc,49805
Senior Engineer,1985-11-12,413118,Thiria,Becky,62860
Senior Engineer,1985-11-13,57929,Debuse,Gro,55208
Senior Engineer,1985-11-13,415312,Penn,Mara,55371
Senior Engineer,1985-11-13,443208,Nilsson,Nakhoon,42630
Senior Engineer,1985-11-14,10364,Dengi,Nakhoon,51401
Senior Engineer,1985-11-14,266715,Birnbaum,Basil,52815
Senior Engineer,1985-11-14,475358,Ebeling,Ramachenga,40738
Senior Engineer,1985-11-15,292148,Melter,Reinhard,62294
Senior Engineer,1985-11-15,413542,Hebert,Elvis,40000
Senior Engineer,1985-11-17,48525,Eastman,Heeju,48601
Senior Engineer,1985-11-17,401227,Irland,Basant,40000
Senior Engineer,1985-11-17,486143,Decaestecker,Fai,40833
Senior Engineer,1985-11-18,436307,Sambasivam,Parke,40000
Senior Engineer,1985-11-20,231553,Simkin,Oksana,48322
Senior Engineer,1985-11-21,45695,Kowalchuk,Danco,40000
Senior Engineer,1985-11-22,107669,Kermarrec,Shirish,40000
Senior Engineer,1985-11-22,257578,Mersereau,Ramachenga,44674
Senior Engineer,1985-11-23,441459,Schauser,Rosine,40000
Senior Engineer,1985-11-24,60705,Lorie,Ekawit,61019
Senior Engineer,1985-11-24,406228,Decleir,Hongzue,40000
Senior Engineer,1985-11-24,497245,Engelmann,Lech,41315
Senior Engineer,1985-11-26,438871,Pettit,Lein,40000
Senior Engineer,1985-11-26,470734,Heyers,Zhonghua,84798
Senior Engineer,1985-11-27,210097,Bernatsky,Hercules,68335
Senior Engineer,1985-11-27,434019,Swiler,Kristen,40000
Senior Engineer,1985-11-28,99837,Anick,Dipayan,40000
Senior Engineer,1985-11-29,471989,Kadhim,Tomokazu,40000
Senior Engineer,1985-11-30,291762,Paludetto,Adel,40000
Senior Engineer,1985-12-02,56325,Gniady,Subir,40000
Senior Engineer,1985-12-02,90913,Levergood,Xiahua,49708
Senior Engineer,1985-12-02,497239,Dymetman,Sivanarayana,46268
Senior Engineer,1985-12-04,241011,Scallan,Fumiko,40000
Senior Engineer,1985-12-04,447215,Mullainathan,Danae,54613
Senior Engineer,1985-12-07,249535,Camurati,Gopalakrishnan,40000
Senior Engineer,1985-12-07,442430,Baak,Tse,45183
Senior Engineer,1985-12-09,75712,Sooriamurthi,Aleksander,52333
Senior Engineer,1985-12-09,297265,Leijenhorst,Chenxi,40000
Senior Engineer,1985-12-10,243861,Cannane,Dipayan,40000
Senior Engineer,1985-12-10,450196,Picht,Zeydy,76386
Senior Engineer,1985-12-11,446036,McClurg,Supot,40000
Senior Engineer,1985-12-12,279763,Lipner,Marke,40000
Senior Engineer,1985-12-13,85589,Bressoud,Amstein,52659
Senior Engineer,1985-12-13,283770,Bale,Takahira,40000
Senior Engineer,1985-12-13,424327,Unni,Chrisa,50952
Senior Engineer,1985-12-14,77562,Openshaw,Gianluca,40000
Senior Engineer,1985-12-14,226899,Syrotiuk,Shigehito,40000
Senior Engineer,1985-12-14,247900,Denis,Tuval,68940
Senior Engineer,1985-12-17,201342,Maierhofer,Ramachenga,41467
Senior Engineer,1985-12-17,249568,Crelier,Khosrow,40000
Senior Engineer,1985-12-19,431375,Atrawala,Surveyors,48734
Senior Engineer,1985-12-21,201173,Vecchi,Martien,40000
Senior Engineer,1985-12-22,294099,Cullers,Denis,40000
Senior Engineer,1985-12-23,67084,Isaak,Shigeo,59309
Senior Engineer,1985-12-24,49353,Lorys,Kristin,49721
Senior Engineer,1985-12-24,278041,Bolotov,Kristian,55550
Senior Engineer,1985-12-25,79761,Encarnacion,Prasadram,47466
Senior Engineer,1985-12-26,45979,Colorni,Uno,40000
Senior Engineer,1985-12-26,231486,Cmelik,Yefim,55079
Senior Engineer,1985-12-27,441144,Bolsens,Muneo,44121
Senior Engineer,1985-12-28,451795,Rosaz,Nirmal,40000
Senior Engineer,1985-12-29,18979,Fujisawa,Girolamo,76060
Senior Engineer,1985-12-29,29202,Roohalamini,Rajmohan,56930
Senior Engineer,1985-12-29,476016,Minakawa,Jasminko,43287
Senior Engineer,1986-01-01,88386,Bondorf,Jiann,40000
Senior Engineer,1986-01-01,214099,Prenel,Holgard,59556
Senior Engineer,1986-01-02,417078,Sethi,Shigenori,40000
Senior Engineer,1986-01-02,475269,Cullers,Rance,59523
Senior Engineer,1986-01-02,481350,Crabtree,Ioana,59727
Senior Engineer,1986-01-03,68055,Jansen,Narain,52916
Senior Engineer,1986-01-03,75546,Samarati,Geoffrey,40000
Senior Engineer,1986-01-06,269049,Furudate,Felicidad,85049
Senior Engineer,1986-01-06,484491,Maierhofer,Atreye,49931
Senior Engineer,1986-01-07,212856,Bach,Kayoko,40000
Senior Engineer,1986-01-07,229340,Gadepally,Gor,40000
Senior Engineer,1986-01-07,477671,Segond,Mikhail,70403
Senior Engineer,1986-01-10,275182,Engberts,Poornachandra,78472
Senior Engineer,1986-01-11,10396,Rahier,Sibyl,40393
Senior Engineer,1986-01-11,208975,Honglei,Giordano,40000
Senior Engineer,1986-01-12,269315,Kleiser,Geoffrey,40000
Senior Engineer,1986-01-12,471198,Peck,Bouchung,58875
Senior Engineer,1986-01-13,410862,Shobatake,Shigenori,42257
Senior Engineer,1986-01-16,225747,Tiemann,Tadahiko,48836
Senior Engineer,1986-01-16,245313,Crouzet,Kwangjo,68096
Senior Engineer,1986-01-17,496878,Frezza,Dante,50489
Senior Engineer,1986-01-18,63107,Crelier,Yurii,74824
Senior Engineer,1986-01-19,279618,Cannata,Eben,40000
Senior Engineer,1986-01-19,451823,Janocha,Alejandro,49188
Senior Engineer,1986-01-20,47737,Speek,Kensei,84820
Senior Engineer,1986-01-21,41081,Mikschl,Faiza,40000
Senior Engineer,1986-01-21,78082,Fontan,Dung,67886
Senior Engineer,1986-01-21,207614,Ozeri,Nadjib,40000
Senior Engineer,1986-01-21,461877,Pepe,Kousuke,56919
Senior Engineer,1986-01-22,82812,Morrey,Heather,59541
Senior Engineer,1986-01-23,211214,Syang,Heeju,40000
Senior Engineer,1986-01-26,472130,Biran,Leucio,67996
Senior Engineer,1986-01-27,58788,Anger,Shmuel,41022
Senior Engineer,1986-01-27,283959,Comyn,Heather,40000
Senior Engineer,1986-01-27,435992,Herber,Kish,40000
Senior Engineer,1986-01-28,221080,Rosaz,Tesuya,40000
Senior Engineer,1986-01-28,449363,Schahn,Marco,58516
Senior Engineer,1986-01-29,241204,Dehkordi,Fumitake,40000
Senior Engineer,1986-01-29,407043,Kushnir,Hercules,54140
Senior Engineer,1986-01-30,14483,Marrevee,Supot,40000
Senior Engineer,1986-01-30,451621,Shimshoni,Premsyl,56423
Senior Engineer,1986-01-31,411036,Hofstetter,Florina,57976
Senior Engineer,1986-02-02,27203,Aloia,Conal,57122
Senior Engineer,1986-02-02,237923,Straney,Gudjon,40000
Senior Engineer,1986-02-03,65572,Bernardeschi,Hironoby,43575
Senior Engineer,1986-02-05,93224,Gonthier,Shigeo,69126
Senior Engineer,1986-02-05,206713,Orsini,Zhiguo,40000
Senior Engineer,1986-02-05,216554,Litzler,Ewing,50727
Senior Engineer,1986-02-05,462800,Auria,Sariel,50988
Senior Engineer,1986-02-06,230848,Oxenboll,Michaela,47836
Senior Engineer,1986-02-08,247232,Mandelberg,Mariangiola,40000
Senior Engineer,1986-02-10,67451,Stellhorn,Siamak,46580
Senior Engineer,1986-02-10,259437,Babb,Yucel,62660
Senior Engineer,1986-02-10,430244,Perng,Halsur,40000
Senior Engineer,1986-02-10,469918,Zongker,Tsz,75157
Senior Engineer,1986-02-13,41181,Delgrossi,Paddy,40000
Senior Engineer,1986-02-13,108641,Schueller,Atreye,41036
Senior Engineer,1986-02-13,218665,Schmiedel,Ibibia,40000
Senior Engineer,1986-02-13,261779,Dichev,Yahiko,48566
Senior Engineer,1986-02-14,21741,Raoux,Muneo,40000
Senior Engineer,1986-02-14,46739,Douceur,Goncalo,40000
Senior Engineer,1986-02-15,280492,Rosay,Chuanyi,63823
Senior Engineer,1986-02-19,224595,Langford,Menkae,56852
Senior Engineer,1986-02-19,403727,Delgrande,Waiman,52828
Senior Engineer,1986-02-21,208688,Peac,Rosita,40000
Senior Engineer,1986-02-22,18075,Goodrum,Lein,44780
Senior Engineer,1986-02-22,466710,Chachaty,Becky,76498
Senior Engineer,1986-02-23,418217,Kaltofen,Chinho,68164
Senior Engineer,1986-02-28,17326,Ramsay,Arumugam,40000
Senior Engineer,1986-02-28,270768,Smeets,Tuval,49268
Senior Engineer,1986-03-01,425391,Gulak,Toshiki,40000
Senior Engineer,1986-03-03,12734,Frijda,Gil,40000
Senior Engineer,1986-03-03,246720,Quaggetto,Sreekrishna,44891
Senior Engineer,1986-03-03,430683,Braunmuhl,Godehard,40000
Senior Engineer,1986-03-05,65533,Mawatari,Monique,40000
Senior Engineer,1986-03-05,87796,Middleton,Boriana,40986
Senior Engineer,1986-03-06,228563,Baer,Paloma,54444
Senior Engineer,1986-03-06,287462,Gomatam,Piyawadee,40000
Senior Engineer,1986-03-06,459953,Butterworth,Woody,48634
Senior Engineer,1986-03-07,53560,Senzako,Bernice,40000
Senior Engineer,1986-03-07,245634,Hatcliff,Berry,52121
Senior Engineer,1986-03-09,291059,Bultermann,Sanjai,41931
Senior Engineer,1986-03-10,204440,Kumaresan,Gal,40000
Senior Engineer,1986-03-11,451809,Glowinski,Stella,59824
Senior Engineer,1986-03-11,452769,Huhdanpaa,Domenick,40000
Senior Engineer,1986-03-12,45731,Bouloucos,Naraig,44160
Senior Engineer,1986-03-12,86564,Theuretzbacher,Jaideep,40000
Senior Engineer,1986-03-14,209293,Masada,Jessie,40492
Senior Engineer,1986-03-14,254490,Ranta,Dayanand,59699
Senior Engineer,1986-03-15,466170,Zaumen,Jacqueline,60504
Senior Engineer,1986-03-18,85433,Stanfel,Eberhardt,56050
Senior Engineer,1986-03-19,18030,Brookner,Jasminko,55277
Senior Engineer,1986-03-19,28773,Polupanov,Tomokazu,40000
Senior Engineer,1986-03-19,276484,Flasterstein,Limsoon,45595
Senior Engineer,1986-03-20,476894,Grospietsch,Serap,40000
Senior Engineer,1986-03-21,421846,Einsfeld,Gunilla,51885
Senior Engineer,1986-03-21,437811,Zeleznik,Moti,77187
Senior Engineer,1986-03-22,19709,Asmuth,Xiaopeng,62904
Senior Engineer,1986-03-22,425131,Antonakopoulos,Phule,42001
Senior Engineer,1986-03-23,231649,Hebert,Woody,54830
Senior Engineer,1986-03-25,233484,Segond,Fatemeh,42601
Senior Engineer,1986-03-25,429222,Schmiedel,Boriana,54512
Senior Engineer,1986-03-26,77184,Kusakari,Vatsa,54473
Senior Engineer,1986-03-26,439743,Ernst,Janalee,40000
Senior Engineer,1986-03-27,19333,Schrooten,Sanjeeva,44724
Senior Engineer,1986-03-27,109696,Erdmenger,Poornachandra,73870
Senior Engineer,1986-03-30,230419,Comte,Mona,40000
Senior Engineer,1986-03-31,46164,Wynblatt,Arumugam,51057
Senior Engineer,1986-03-31,464024,Yavatkar,Bangqing,40000
Senior Engineer,1986-04-01,24617,Cullers,Ramachenga,40000
Senior Engineer,1986-04-01,413825,Ertl,Divine,43622
Senior Engineer,1986-04-01,433949,Mondadori,Alejandra,53977
Senior Engineer,1986-04-03,447454,Improta,Niteen,40000
Senior Engineer,1986-04-04,417545,Trystram,Adhemar,40000
Senior Engineer,1986-04-04,465370,Chvatal,Kazuhiko,58085
Senior Engineer,1986-04-05,67782,Luga,Almudena,47724
Senior Engineer,1986-04-05,284253,Papsdorf,Shrikanth,40000
Senior Engineer,1986-04-07,281455,Demir,Abdelkader,50554
Senior Engineer,1986-04-08,75228,Bierman,Sadok,40560
Senior Engineer,1986-04-08,297166,Doering,Mayumi,48282
Senior Engineer,1986-04-11,12489,Munck,Arnould,63306
Senior Engineer,1986-04-11,57544,Lammel,Gererd,47378
Senior Engineer,1986-04-11,86070,Restivo,Diederik,40000
Senior Engineer,1986-04-12,201974,Georgakopoulos,Yuchang,63134
Senior Engineer,1986-04-12,207489,Irland,Collette,44929
Senior Engineer,1986-04-15,221927,Usdin,Teunis,57856
Senior Engineer,1986-04-16,299397,Brickell,Maris,59317
Senior Engineer,1986-04-16,479438,Badache,Sreenivas,40000
Senior Engineer,1986-04-17,109263,Erev,Jessie,48514
Senior Engineer,1986-04-17,288753,Bondorf,Guther,70921
Senior Engineer,1986-04-17,435645,Hennings,Branimir,40000
Senior Engineer,1986-04-19,65746,Chiola,Xiaoshan,72739
Senior Engineer,1986-04-19,250169,Baja,Henk,41737
Senior Engineer,1986-04-20,499012,Wissmann,Chaitali,40000
Senior Engineer,1986-04-21,66801,Orlowska,Bogdan,43258
Senior Engineer,1986-04-21,84419,Foote,Hailing,40000
Senior Engineer,1986-04-22,413420,Lamba,Jeong,40000
Senior Engineer,1986-04-23,57464,Benveniste,Weidon,66008
Senior Engineer,1986-04-27,60551,Irland,Caolyn,53167
Senior Engineer,1986-04-27,486681,Velasco,Kousuke,40000
Senior Engineer,1986-04-29,48332,Kleiser,Hailing,52927
